3.082455635,1.873004675
3.095571518,2.072727442
3.098596334,2.097524166
3.077440977,2.293039083
3.06838131,2.495467186
3.081497431,2.695189238
3.094613075,2.894911528
3.096630812,2.911442041
3.108738184,3.102898598
3.112777948,3.228231907
3.102710009,3.422394991
3.103723526,3.522932768
3.139015675,3.719948292
3.150109291,3.810867786
3.163224697,4.010590076
3.177343369,4.12630558
3.190459967,4.32602787
3.201553822,4.416946888
3.203581333,4.618021965
3.204595566,4.718559742
3.216702938,4.910016537
3.229818583,5.109738827
3.2358706,5.159330845
3.248986721,5.359053135
3.246975183,5.434794426
3.28226614,5.631811142
3.288317204,5.681403637
3.312521696,5.879772186
3.317563295,5.92110014
3.319592237,6.122174263
3.323625565,6.155236244
3.358917475,6.352252007
3.360934734,6.368782997
3.385137796,6.5671525
3.388169527,6.684220791
3.412373304,6.882589817
3.426497936,7.090577602
3.439612865,7.290299892
3.441630363,7.306830883
3.465834141,7.505199432
3.468860388,7.529995441
3.493063688,7.728365421
3.495081663,7.744895458
3.508195877,7.944618225
3.511227369,8.061686516
3.524343252,8.261408806
3.535442591,8.444600105
3.570734024,8.641616821
3.607034922,8.846898079
3.626196384,9.003940582
3.639311552,9.203662872
3.651419163,9.395119667
3.651425123,9.487391472
3.664541483,9.687113762
3.685718298,9.860687256
3.698835611,10.06040955
3.689775944,10.26283741
3.703900099,10.47082424
3.704920292,10.6636343
3.706942081,10.7724371
3.69687438,10.96659946
3.698903322,11.16767502
3.688834906,11.36183739
3.689856291,11.55464649
3.676761627,11.72401333
3.678791046,11.92508793
3.66872263,12.1192503
3.67175293,12.23631859
3.673780441,12.43739414
3.675798416,12.45392418
3.677826405,12.65499973
3.681859732,12.68806076
3.661713362,12.89184189
3.663730145,12.90837288
3.641566515,13.09562206
3.609322309,13.29249096
3.610342503,13.48530102
3.607321262,13.55277729
3.575078249,13.74964428
3.559967995,13.90248013
3.549900532,14.09664249
3.55192852,14.29771805
3.553944826,14.31424809
3.543877602,14.50841141
3.540857792,14.57588768
3.552965164,14.76734352
3.57716918,14.96571255
3.582212448,15.00704002
3.60641551,15.20540905
3.618516445,15.30459404
3.63062501,15.49605083
3.640710831,15.57870483
3.642739058,15.77977848
3.648788929,15.82937241
3.627632141,16.02488899
3.613532066,16.18598938
3.614552021,16.37879753
3.61556673,16.47933578
3.628679276,16.67905617
3.632714272,16.71212006
3.656918764,16.91048813
3.659946203,16.93528557
3.706324577,17.13094902
3.711366415,17.17227554
3.768834352,17.36658478
3.826301336,17.56089592
3.840411901,17.58433914
3.908970118,17.77729797
3.926107168,17.82553673
4.005750656,18.01714134
4.037001133,18.08882523
4.126723766,18.27081108
4.127733707,18.27907753
4.186202049,18.38938141
4.308180809,18.55904198
4.42914772,18.72044182
4.441243649,18.72735405
4.563220978,18.89701653
4.614629745,18.94946098
4.704354763,19.13144875
4.804153442,19.30381775
4.806171894,19.32034874
4.862624645,19.41412163
4.942266941,19.60572624
5.005781174,19.75735664
5.116666794,19.92837334
5.117676735,19.93663979
5.206389904,20.1103611
5.317280769,20.28137589
5.318286419,20.28964043
5.42816925,20.45239067
5.549136639,20.6137886
5.643895149,20.74483109
5.754784584,20.91584587
5.865673065,21.08686256
5.96144104,21.22616768
6.072329521,21.39718437
6.168094635,21.53649139
6.290071487,21.70615387
6.386848927,21.85372734
6.497738361,22.02474213
6.498744965,22.03300858
6.60963583,22.20402336
6.623748779,22.22746658
6.734636784,22.39848137
6.735645771,22.40674782
6.835446835,22.57911491
6.863674164,22.62600136
6.984642029,22.78739929
7.106620789,22.95706177
7.217506886,23.12807655
7.285048008,23.22049904
7.407028198,23.39016151
7.517915249,23.5611763
7.560255051,23.63150597
7.682231903,23.80116844
7.793121815,23.97218513
7.794128418,23.98045158
7.82235527,24.02733612
7.933242321,24.19835281
8.044132233,24.36936951
8.045142174,24.37763214
8.074374199,24.43278503
8.185265541,24.60380173
8.307242393,24.7734642
8.33647728,24.82861519
8.457442284,24.99001503
8.579422951,25.1596756
8.701399803,25.32933807
8.729624748,25.37622452
8.830434799,25.55685997
8.930236816,25.72922707
8.943341255,25.74440575
9.065319061,25.91406822
9.175198555,26.07681656
9.188302994,26.09199715
9.310281754,26.26165962
9.429232597,26.40652466
9.530041695,26.58716011
9.627827644,26.74299622
9.738712311,26.91401291
9.849604607,27.0850296
9.85061264,27.09329414
9.948397636,27.24913025
10.07037449,27.41879272
10.17823696,27.56501389
10.27803898,27.73738098
10.28005409,27.75391197
10.36674881,27.9111042
10.46756077,28.09173775
10.56837082,28.27237129
10.67926216,28.44338608
10.79014778,28.61440277
10.90103722,28.78541756
11.00084019,28.95778656
11.01394463,28.97296333
11.10366344,29.154953
11.10467625,29.16321564
11.19439316,29.3452034
11.19540501,29.35346794
11.2730341,29.52854156
11.37383938,29.70917892
11.4736414,29.88154411
11.48775673,29.90498924
11.59864521,30.07600212
11.70953465,30.24701881
11.72465324,30.27873039
11.82546234,30.45936394
11.92627239,30.63999557
12.01599407,30.82198524
12.01700592,30.83024597
12.10672665,31.01223564
12.10773373,31.02050018
12.20854378,31.20113373
12.30834484,31.37350464
