0,0,1.58167534,5,0
-0.02088139431,1.917694927,1.581690874,5.000000085,-2.953784767e-06
-0.04178178762,3.835389523,1.581687028,4.998179905,-0.002006373988
-0.0626610456,5.752385937,1.577840493,4.996771774,-0.003996253638
-0.07616179268,7.668908368,1.570180875,5.000512761,-0.005911609642
-0.07498152495,9.586912884,1.558841529,5.012315683,-0.007704677382
-0.05199875987,11.50930753,1.544027863,5.033265282,-0.009327921086
-0.0003267731515,13.43918339,1.526018183,5.062965239,-0.01073366052
0.08660135522,15.37919607,1.505172071,5.099952919,-0.01187924923
0.2148798037,17.33113178,1.481932591,5.142289644,-0.01274038113
0.3899227706,19.29573441,1.456801828,5.188097698,-0.01333020458
0.6162758138,21.27277399,1.430273626,5.236575411,-0.01366648866
0.8975946875,23.261525,1.402822256,5.287032895,-0.01376768769
1.236630285,25.26088627,1.374901308,5.338971574,-0.01365297113
1.635228195,27.26954395,1.346941147,5.392101841,-0.01334225937
2.094349264,29.28614339,1.319345516,5.446312745,-0.01285623859
2.614111351,31.30944623,1.292487899,5.501607918,-0.01221636147
3.193847319,33.33845451,1.266708034,5.5580208,-0.01144484316
3.832171287,35.3724898,1.242308741,5.615520965,-0.01056466031
4.527044517,37.41122218,1.219553011,5.673921984,-0.009599554166
5.275833885,39.4546485,1.198661143,5.732799764,-0.008574036206
6.075359127,41.50302392,1.179807635,5.791428732,-0.007513396423
6.921929221,43.55675307,1.163117548,5.848741443,-0.006443705297
7.811372526,45.61624882,1.148662148,5.903315365,-0.005391802834
8.739068906,47.68176753,1.136453833,5.953388535,-0.004385262063
9.699994245,49.75322979,1.126440553,5.996903666,-0.003452312933
10.68878815,51.83003621,1.118500195,6.03157793,-0.002621717939
11.69985369,53.91088824,1.112435654,6.0549933,-0.001922588506
12.72749399,55.99362459,1.107971433,6.064699345,-0.001384112416
13.76608399,58.07508378,1.104752814,6.058314529,-0.001035242778
14.81026756,60.15100098,1.102348429,6.033616446,-0.0009043947632
15.85516222,62.21595009,1.100256808,5.98861592,-0.001014891215
16.89654836,64.2633239,1.097927125,5.924973806,-0.001388747918
17.93158374,66.28653407,1.094772727,5.847976095,-0.00204644389
18.95946234,68.28021931,1.090184227,5.766434446,-0.00300692566
19.98201842,70.24143412,1.083535487,5.692493466,-0.00428790421
21.00431262,72.17074668,1.074175228,5.641320333,-0.005905174391
22.03526857,74.07314902,1.061399558,5.630420548,-0.007833797715
23.08840531,75.95857537,1.044483066,5.671884223,-0.01000396814
24.18127393,77.83966896,1.022720304,5.763373613,-0.0123458191
25.33310278,79.72648621,0.9954291244,5.887375134,-0.01478867314
26.56187045,81.62107606,0.9620337432,6.010970116,-0.01722879728
27.88032117,83.51247125,0.9223107516,6.106171828,-0.0195549854
29.29489871,85.37911837,0.8765098377,6.150233776,-0.02164997273
30.80427061,87.19202986,0.8254357176,6.126193102,-0.02339436431
32.39797282,88.91874493,0.7704616579,6.023576349,-0.02467250908
34.05589995,90.52787047,0.7134547166,5.83915206,-0.02537943591
35.74933004,91.99362534,0.6566091615,5.577578561,-0.02542765826
37.44383384,93.29955584,0.6022061704,5.251772535,-0.02475250145
39.1038586,94.44062475,0.5523402731,4.882819055,-0.02331471307
40.69822394,95.42327997,0.5086695478,4.499257329,-0.02109951303
42.20547557,96.26374381,0.4722512914,4.119643925,-0.01811182189
43.61266111,96.98253634,0.4436257924,3.782132665,-0.01437115021
44.92291795,97.60519362,0.4227711406,3.525232937,-0.009901371041
46.15601299,98.15996391,0.409376026,3.383545286,-0.004718901578
47.34657307,98.67653577,0.4032444892,3.382478119,0.001179402111
48.53990165,99.18563738,0.4047669573,3.531893583,0.007827373431
49.7851328,99.71912417,0.415362682,3.818588156,0.01529842003
51.12525621,100.3101482,0.437761353,4.197445251,0.02371057913
52.58341868,100.9926393,0.4759261099,4.581007227,0.03322518369
54.14524863,101.7976761,0.534296809,4.964569363,0.04403446447
55.78407004,102.7673721,0.6181393982,5.348131811,0.05621118498
57.45582472,103.9561611,0.7334408634,5.731694701,0.06961332296
59.08900755,105.4278725,0.8864825884,6.115257413,0.08325382515
60.57174706,107.2453491,1.081767828,6.498819877,0.09575542299
61.74274043,109.4458752,1.320471549,6.827116746,0.1053351058
62.39142382,111.9828764,1.596325859,6.888847527,0.1099552783
62.32397692,114.6243112,1.886888348,6.650239852,0.1079489417
61.53105865,117.0487144,2.162274281,6.266677477,0.09864165707
60.19080947,119.0440303,2.399409561,5.883114905,0.08234598593
58.52775575,120.5692184,2.585261463,5.499552389,0.05989779907
56.73644469,121.6831455,2.711645372,5.133274847,0.03222846733
54.94671631,122.5038376,2.775133964,5,0
